Seq,DOY,DATE,HOUR,AMF_FC_OLD,FCH4_nmol_OLD,AMF_FCH4_OLD,AMF_FC,FCH4_nmol,AMF_FCH4
64487,129.958,5/10/2022,23,,,,,,
64488,130,5/10/2022,24,,,,,,
64489,130.042,5/11/2022,1,,,,,,
64490,130.083,5/11/2022,2,,,,,,
64491,130.125,5/11/2022,3,,,,,,
64492,130.167,5/11/2022,4,,,,,,
64493,130.208,5/11/2022,5,,,,,,
64494,130.25,5/11/2022,6,,,,,,
64495,130.292,5/11/2022,7,,,,,,
64496,130.333,5/11/2022,8,,,,,,
64497,130.375,5/11/2022,9,,,,,,
64498,130.417,5/11/2022,10,,,,,,
64499,130.458,5/11/2022,11,,,,,,
64500,130.5,5/11/2022,12,,,,,,
64501,130.542,5/11/2022,13,,,,,,
64502,130.583,5/11/2022,14,,,,,,
64503,130.625,5/11/2022,15,,,,,,
64504,130.667,5/11/2022,16,,,,,,
64505,130.708,5/11/2022,17,,,,,,
64506,130.75,5/11/2022,18,,,,,,
64507,130.792,5/11/2022,19,,,,,,
64508,130.833,5/11/2022,20,,,,,,
64509,130.875,5/11/2022,21,,,,,,
64510,130.917,5/11/2022,22,,,,,,
64511,130.958,5/11/2022,23,,,,,,
64512,131,5/11/2022,24,,,,,,
64513,131.042,5/12/2022,1,,,,,,
64514,131.083,5/12/2022,2,,,,,,
64515,131.125,5/12/2022,3,,,,,,
64516,131.167,5/12/2022,4,,,,,,
64517,131.208,5/12/2022,5,,,,,,
64518,131.25,5/12/2022,6,,,,,,
64519,131.292,5/12/2022,7,,,,,,
64520,131.333,5/12/2022,8,,,,,,
64521,131.375,5/12/2022,9,,,,,,
64522,131.417,5/12/2022,10,,,,,,
64523,131.458,5/12/2022,11,,,,,,
64524,131.5,5/12/2022,12,,,,,,
64525,131.542,5/12/2022,13,,,,,,
64526,131.583,5/12/2022,14,,,,,,
64527,131.625,5/12/2022,15,,,,,,
64528,131.667,5/12/2022,16,,,,,,
64529,131.708,5/12/2022,17,,,,,,
64530,131.75,5/12/2022,18,,,,,,
64531,131.792,5/12/2022,19,,,,,,
64532,131.833,5/12/2022,20,,,,,,
64533,131.875,5/12/2022,21,,,,,,
64534,131.917,5/12/2022,22,,,,,,
64535,131.958,5/12/2022,23,,,,,,
64536,132,5/12/2022,24,,,,,,
64537,132.042,5/13/2022,1,,,,,,
64538,132.083,5/13/2022,2,,,,,,
64539,132.125,5/13/2022,3,,,,,,
64540,132.167,5/13/2022,4,,,,,,
64541,132.208,5/13/2022,5,,,,,,
64542,132.25,5/13/2022,6,,,,,,
64543,132.292,5/13/2022,7,,,,,,
64544,132.333,5/13/2022,8,,,,,,
64545,132.375,5/13/2022,9,,,,,,
64546,132.417,5/13/2022,10,,,,,,
64547,132.458,5/13/2022,11,,,,,,
64548,132.5,5/13/2022,12,,,,,,
64549,132.542,5/13/2022,13,,,,,,
64550,132.583,5/13/2022,14,,,,,,
64551,132.625,5/13/2022,15,,,,,,
64552,132.667,5/13/2022,16,,,,,,
64553,132.708,5/13/2022,17,,,,,,
64554,132.75,5/13/2022,18,,,,,,
64555,132.792,5/13/2022,19,,,,,,
64556,132.833,5/13/2022,20,,,,,,
64557,132.875,5/13/2022,21,,,,,,
64558,132.917,5/13/2022,22,,,,,,
64559,132.958,5/13/2022,23,,,,,,
64560,133,5/13/2022,24,,,,,,
64561,133.042,5/14/2022,1,,,,,,
64562,133.083,5/14/2022,2,,,,,,
64563,133.125,5/14/2022,3,,,,,,
64564,133.167,5/14/2022,4,,,,,,
64565,133.208,5/14/2022,5,,,,,,
64566,133.25,5/14/2022,6,,,,,,
64567,133.292,5/14/2022,7,,,,,,
64568,133.333,5/14/2022,8,,,,,,
64569,133.375,5/14/2022,9,,,,,,
64570,133.417,5/14/2022,10,,,,,,
64571,133.458,5/14/2022,11,,,,,,
64572,133.5,5/14/2022,12,,,,,,
64573,133.542,5/14/2022,13,,,,,,
64574,133.583,5/14/2022,14,,,,,,
64575,133.625,5/14/2022,15,,,,,,
64576,133.667,5/14/2022,16,,,,,,
64577,133.708,5/14/2022,17,,,,,,
64578,133.75,5/14/2022,18,,,,,,
64579,133.792,5/14/2022,19,,,,,,
64580,133.833,5/14/2022,20,,,,,,
64581,133.875,5/14/2022,21,,,,,,
64582,133.917,5/14/2022,22,,,,,,
64583,133.958,5/14/2022,23,,,,,,
64584,134,5/14/2022,24,,,,,,
64585,134.042,5/15/2022,1,,,,,,
64586,134.083,5/15/2022,2,,,,,,
64587,134.125,5/15/2022,3,,,,,,
64588,134.167,5/15/2022,4,,,,,,
64589,134.208,5/15/2022,5,,,,,,
64590,134.25,5/15/2022,6,,,,,,
64591,134.292,5/15/2022,7,,,,,,
64592,134.333,5/15/2022,8,,,,,,
64593,134.375,5/15/2022,9,,,,,,
64594,134.417,5/15/2022,10,,,,,,
64595,134.458,5/15/2022,11,,,,,,
64596,134.5,5/15/2022,12,,,,,,
64597,134.542,5/15/2022,13,,,,,,
64598,134.583,5/15/2022,14,,,,,,
64599,134.625,5/15/2022,15,,,,,,
64600,134.667,5/15/2022,16,,,,,,
64601,134.708,5/15/2022,17,,,,,,
64602,134.75,5/15/2022,18,,,,,,
64603,134.792,5/15/2022,19,,,,,,
64604,134.833,5/15/2022,20,,,,,,
64605,134.875,5/15/2022,21,,,,,,
64606,134.917,5/15/2022,22,,,,,,
64607,134.958,5/15/2022,23,,,,,,
64608,135,5/15/2022,24,,,,,,
64609,135.042,5/16/2022,1,,,,,,
64610,135.083,5/16/2022,2,,,,,,
64611,135.125,5/16/2022,3,,,,,,
64612,135.167,5/16/2022,4,,,,,,
64613,135.208,5/16/2022,5,,,,,,
64614,135.25,5/16/2022,6,,,,,,
64615,135.292,5/16/2022,7,,,,,,
64616,135.333,5/16/2022,8,,,,,,
64617,135.375,5/16/2022,9,,,,,,
64618,135.417,5/16/2022,10,,,,,,
64619,135.458,5/16/2022,11,,,,,,
64620,135.5,5/16/2022,12,,,,,,
64621,135.542,5/16/2022,13,,,,,,
64622,135.583,5/16/2022,14,,,,,,
64623,135.625,5/16/2022,15,,,,,,
64624,135.667,5/16/2022,16,,,,,,
64625,135.708,5/16/2022,17,,,,,,
64626,135.75,5/16/2022,18,,,,,,
64627,135.792,5/16/2022,19,,,,,,
64628,135.833,5/16/2022,20,,,,,,
64629,135.875,5/16/2022,21,,,,,,
64630,135.917,5/16/2022,22,,,,,,
64631,135.958,5/16/2022,23,,,,,,
64632,136,5/16/2022,24,,,,,,
64633,136.042,5/17/2022,1,,,,,,
64634,136.083,5/17/2022,2,,,,,,
64635,136.125,5/17/2022,3,,,,,,
64636,136.167,5/17/2022,4,,,,,,
64637,136.208,5/17/2022,5,,,,,,
64638,136.25,5/17/2022,6,,,,,,
64639,136.292,5/17/2022,7,,,,,,
64640,136.333,5/17/2022,8,,,,,,
64641,136.375,5/17/2022,9,,,,,,
64642,136.417,5/17/2022,10,,,,,,
64643,136.458,5/17/2022,11,,,,,,
64644,136.5,5/17/2022,12,,,,,,
64645,136.542,5/17/2022,13,,,,,,
64646,136.583,5/17/2022,14,,,,,,
64647,136.625,5/17/2022,15,,,,,,
64648,136.667,5/17/2022,16,,,,,,
64649,136.708,5/17/2022,17,,,,,,
64650,136.75,5/17/2022,18,,,,,,
64651,136.792,5/17/2022,19,,,,,,
64652,136.833,5/17/2022,20,,,,,,
64653,136.875,5/17/2022,21,,,,,,
64654,136.917,5/17/2022,22,,,,,,
64655,136.958,5/17/2022,23,,,,,,
64656,137,5/17/2022,24,,,,,,
64657,137.042,5/18/2022,1,,,,,,
64658,137.083,5/18/2022,2,,,,,,
64659,137.125,5/18/2022,3,,,,,,
64660,137.167,5/18/2022,4,,,,,,
64661,137.208,5/18/2022,5,,,,,,
64662,137.25,5/18/2022,6,,,,,,
64663,137.292,5/18/2022,7,,,,,,
64664,137.333,5/18/2022,8,,,,,,
64665,137.375,5/18/2022,9,,,,,,
64666,137.417,5/18/2022,10,,,,,,
64667,137.458,5/18/2022,11,,,,,,
64668,137.5,5/18/2022,12,,,,,,
64669,137.542,5/18/2022,13,,,,,,
64670,137.583,5/18/2022,14,,,,,,
64671,137.625,5/18/2022,15,,,,,,
64672,137.667,5/18/2022,16,,,,,,
64673,137.708,5/18/2022,17,,,,,,
64674,137.75,5/18/2022,18,,,,,,
64675,137.792,5/18/2022,19,,,,,,
64676,137.833,5/18/2022,20,,,,,,
64677,137.875,5/18/2022,21,,,,,,
64678,137.917,5/18/2022,22,,,,,,
64679,137.958,5/18/2022,23,,,,,,
64680,138,5/18/2022,24,,,,,,
64681,138.042,5/19/2022,1,,,,,,
64682,138.083,5/19/2022,2,,,,,,
64683,138.125,5/19/2022,3,,,,,,
64684,138.167,5/19/2022,4,,,,,,
64685,138.208,5/19/2022,5,,,,,,
64686,138.25,5/19/2022,6,,,,,,
64687,138.292,5/19/2022,7,,,,,,
64688,138.333,5/19/2022,8,,,,,,
64689,138.375,5/19/2022,9,,,,,,
64690,138.417,5/19/2022,10,,,,,,
64691,138.458,5/19/2022,11,,,,,,
64692,138.5,5/19/2022,12,,,,,,
64693,138.542,5/19/2022,13,,,,,,
64694,138.583,5/19/2022,14,,,,,,
64695,138.625,5/19/2022,15,,,,,,
64696,138.667,5/19/2022,16,,,,,,
64697,138.708,5/19/2022,17,,,,,,
64698,138.75,5/19/2022,18,,,,,,
64699,138.792,5/19/2022,19,,,,,,
64700,138.833,5/19/2022,20,,,,,,
64701,138.875,5/19/2022,21,,,,,,
64702,138.917,5/19/2022,22,,,,,,
64703,138.958,5/19/2022,23,,,,,,
64704,139,5/19/2022,24,,,,,,
64705,139.042,5/20/2022,1,,,,,,
64706,139.083,5/20/2022,2,,,,,,
64707,139.125,5/20/2022,3,,,,,,
64708,139.167,5/20/2022,4,,,,,,
64709,139.208,5/20/2022,5,,,,,,
64710,139.25,5/20/2022,6,,,,,,
64711,139.292,5/20/2022,7,,,,,,
64712,139.333,5/20/2022,8,,,,,,
64713,139.375,5/20/2022,9,,,,,,
64714,139.417,5/20/2022,10,,,,,,
64715,139.458,5/20/2022,11,,,,,,
64716,139.5,5/20/2022,12,,,,,,
64717,139.542,5/20/2022,13,,,,,,
64718,139.583,5/20/2022,14,,,,,,
64719,139.625,5/20/2022,15,,,,,,
64720,139.667,5/20/2022,16,,,,,,
64721,139.708,5/20/2022,17,,,,,,
64722,139.75,5/20/2022,18,,,,,,
64723,139.792,5/20/2022,19,,,,,,
64724,139.833,5/20/2022,20,,,,,,
64725,139.875,5/20/2022,21,,,,,,
64726,139.917,5/20/2022,22,,,,,,
64727,139.958,5/20/2022,23,,,,,,
64728,140,5/20/2022,24,,,,,,
64729,140.042,5/21/2022,1,,,,,,
64730,140.083,5/21/2022,2,,,,,,
64731,140.125,5/21/2022,3,,,,,,
64732,140.167,5/21/2022,4,,,,,,
64733,140.208,5/21/2022,5,,,,,,
64734,140.25,5/21/2022,6,,,,,,
64735,140.292,5/21/2022,7,,,,,,
64736,140.333,5/21/2022,8,,,,,,
64737,140.375,5/21/2022,9,,,,,,
64738,140.417,5/21/2022,10,,,,,,
64739,140.458,5/21/2022,11,,,,,,
64740,140.5,5/21/2022,12,,,,,,
64741,140.542,5/21/2022,13,,,,,,
64742,140.583,5/21/2022,14,,,,,,
64743,140.625,5/21/2022,15,,,,,,
64744,140.667,5/21/2022,16,,,,,,
64745,140.708,5/21/2022,17,,,,,,
64746,140.75,5/21/2022,18,,,,,,
64747,140.792,5/21/2022,19,,,,,,
64748,140.833,5/21/2022,20,,,,,,
64749,140.875,5/21/2022,21,,,,,,
64750,140.917,5/21/2022,22,,,,,,
64751,140.958,5/21/2022,23,,,,,,
64752,141,5/21/2022,24,,,,,,
64753,141.042,5/22/2022,1,,,,,,
64754,141.083,5/22/2022,2,,,,,,
64755,141.125,5/22/2022,3,,,,,,
64756,141.167,5/22/2022,4,,,,,,
64757,141.208,5/22/2022,5,,,,,,
64758,141.25,5/22/2022,6,,,,,,
64759,141.292,5/22/2022,7,,,,,,
64760,141.333,5/22/2022,8,,,,,,
64761,141.375,5/22/2022,9,,,,,,
64762,141.417,5/22/2022,10,,,,,,
64763,141.458,5/22/2022,11,,,,,,
64764,141.5,5/22/2022,12,,,,,,
64765,141.542,5/22/2022,13,,,,,,
64766,141.583,5/22/2022,14,,,,,,
64767,141.625,5/22/2022,15,,,,,,
64768,141.667,5/22/2022,16,,,,,,
64769,141.708,5/22/2022,17,,,,,,
64770,141.75,5/22/2022,18,,,,,,
64771,141.792,5/22/2022,19,,,,,,
64772,141.833,5/22/2022,20,,,,,,
64773,141.875,5/22/2022,21,,,,,,
64774,141.917,5/22/2022,22,,,,,,
64775,141.958,5/22/2022,23,,,,,,
64776,142,5/22/2022,24,,,,,,
64777,142.042,5/23/2022,1,,,,,,
64778,142.083,5/23/2022,2,,,,,,
64779,142.125,5/23/2022,3,,,,,,
64780,142.167,5/23/2022,4,,,,,,
64781,142.208,5/23/2022,5,,,,,,
64782,142.25,5/23/2022,6,,,,,,
64783,142.292,5/23/2022,7,,,,,,
64784,142.333,5/23/2022,8,,,,,,
64785,142.375,5/23/2022,9,,,,,,
64786,142.417,5/23/2022,10,,,,,,
64787,142.458,5/23/2022,11,,,,,,
64788,142.5,5/23/2022,12,,,,,,
64789,142.542,5/23/2022,13,,,,,,
64790,142.583,5/23/2022,14,,,,,,
64791,142.625,5/23/2022,15,,,,,,
64792,142.667,5/23/2022,16,,,,,,
64793,142.708,5/23/2022,17,,,,,,
64794,142.75,5/23/2022,18,,,,,,
64795,142.792,5/23/2022,19,,,,,,
64796,142.833,5/23/2022,20,,,,,,
64797,142.875,5/23/2022,21,,,,,,
64798,142.917,5/23/2022,22,,,,,,
64799,142.958,5/23/2022,23,,,,,,
64800,143,5/23/2022,24,,,,,,
64801,143.042,5/24/2022,1,,,,,,
64802,143.083,5/24/2022,2,,,,,,
64803,143.125,5/24/2022,3,,,,,,
64804,143.167,5/24/2022,4,,,,,,
64805,143.208,5/24/2022,5,,,,,,
64806,143.25,5/24/2022,6,,,,,,
64807,143.292,5/24/2022,7,,,,,,
64808,143.333,5/24/2022,8,,,,,,
64809,143.375,5/24/2022,9,,,,,,
64810,143.417,5/24/2022,10,,,,,,
64811,143.458,5/24/2022,11,,,,,,
64812,143.5,5/24/2022,12,,,,,,
64813,143.542,5/24/2022,13,,,,,,
64814,143.583,5/24/2022,14,,,,,,
64815,143.625,5/24/2022,15,,,,,,
64816,143.667,5/24/2022,16,,,,,,
64817,143.708,5/24/2022,17,,,,,,
64818,143.75,5/24/2022,18,,,,,,
64819,143.792,5/24/2022,19,,,,,,
64820,143.833,5/24/2022,20,,,,,,
64821,143.875,5/24/2022,21,,,,,,
64822,143.917,5/24/2022,22,,,,,,
64823,143.958,5/24/2022,23,,,,,,
64824,144,5/24/2022,24,,,,,,
64825,144.042,5/25/2022,1,,,,,,
64826,144.083,5/25/2022,2,,,,,,
64827,144.125,5/25/2022,3,,,,,,
64828,144.167,5/25/2022,4,,,,,,
64829,144.208,5/25/2022,5,,,,,,
64830,144.25,5/25/2022,6,,,,,,
64831,144.292,5/25/2022,7,,,,,,
64832,144.333,5/25/2022,8,,,,,,
64833,144.375,5/25/2022,9,,,,,,
64834,144.417,5/25/2022,10,,,,,,
64835,144.458,5/25/2022,11,,,,,,
64836,144.5,5/25/2022,12,,,,,,
64837,144.542,5/25/2022,13,,,,,,
64838,144.583,5/25/2022,14,,,,,,
64839,144.625,5/25/2022,15,,,,,,
64840,144.667,5/25/2022,16,,,,,,
64841,144.708,5/25/2022,17,,,,,,
64842,144.75,5/25/2022,18,,,,,,
64843,144.792,5/25/2022,19,,,,,,
64844,144.833,5/25/2022,20,,,,,,
64845,144.875,5/25/2022,21,,,,,,
64846,144.917,5/25/2022,22,,,,,,
64847,144.958,5/25/2022,23,,,,,,
64848,145,5/25/2022,24,,,,,,
64849,145.042,5/26/2022,1,,,,,,
64850,145.083,5/26/2022,2,,,,,,
64851,145.125,5/26/2022,3,,,,,,
64852,145.167,5/26/2022,4,,,,,,
64853,145.208,5/26/2022,5,,,,,,
64854,145.25,5/26/2022,6,,,,,,
64855,145.292,5/26/2022,7,,,,,,
64856,145.333,5/26/2022,8,,,,,,
64857,145.375,5/26/2022,9,,,,,,
64858,145.417,5/26/2022,10,,,,,,
64859,145.458,5/26/2022,11,,,,,,
64860,145.5,5/26/2022,12,,,,,,
64861,145.542,5/26/2022,13,,,,,,
64862,145.583,5/26/2022,14,,,,,,
64863,145.625,5/26/2022,15,,,,,,
64864,145.667,5/26/2022,16,,,,,,
64865,145.708,5/26/2022,17,,,,,,
64866,145.75,5/26/2022,18,,,,,,
64867,145.792,5/26/2022,19,,,,,,
64868,145.833,5/26/2022,20,,,,,,
64869,145.875,5/26/2022,21,,,,,,
64870,145.917,5/26/2022,22,,,,,,
64871,145.958,5/26/2022,23,,,,,,
64872,146,5/26/2022,24,,,,,,
64873,146.042,5/27/2022,1,,,,,,
64874,146.083,5/27/2022,2,,,,,,
64875,146.125,5/27/2022,3,,,,,,
64876,146.167,5/27/2022,4,,,,,,
64877,146.208,5/27/2022,5,,,,,,
64878,146.25,5/27/2022,6,,,,,,
64879,146.292,5/27/2022,7,,,,,,
64880,146.333,5/27/2022,8,,,,,,
64881,146.375,5/27/2022,9,,,,,,
64882,146.417,5/27/2022,10,,,,,,
64883,146.458,5/27/2022,11,,,,,,
64884,146.5,5/27/2022,12,,,,,,
64885,146.542,5/27/2022,13,,,,,,
64886,146.583,5/27/2022,14,,,,,,
64887,146.625,5/27/2022,15,,,,,,
64888,146.667,5/27/2022,16,,,,,,
64889,146.708,5/27/2022,17,,,,,,
64890,146.75,5/27/2022,18,,,,,,
64891,146.792,5/27/2022,19,,,,,,
64892,146.833,5/27/2022,20,,,,,,
64893,146.875,5/27/2022,21,,,,,,
64894,146.917,5/27/2022,22,,,,,,
64895,146.958,5/27/2022,23,,,,,,
64896,147,5/27/2022,24,,,,,,
64897,147.042,5/28/2022,1,,,,,,
64898,147.083,5/28/2022,2,,,,,,
64899,147.125,5/28/2022,3,,,,,,
64900,147.167,5/28/2022,4,,,,,,
64901,147.208,5/28/2022,5,,,,,,
64902,147.25,5/28/2022,6,,,,,,
64903,147.292,5/28/2022,7,,,,,,
64904,147.333,5/28/2022,8,,,,,,
64905,147.375,5/28/2022,9,,,,,,
64906,147.417,5/28/2022,10,,,,,,
64907,147.458,5/28/2022,11,,,,,,
64908,147.5,5/28/2022,12,,,,,,
64909,147.542,5/28/2022,13,,,,,,
64910,147.583,5/28/2022,14,,,,,,
64911,147.625,5/28/2022,15,,,,,,
64912,147.667,5/28/2022,16,,,,,,
64913,147.708,5/28/2022,17,,,,,,
64914,147.75,5/28/2022,18,,,,,,
64915,147.792,5/28/2022,19,,,,,,
64916,147.833,5/28/2022,20,,,,,,
64917,147.875,5/28/2022,21,,,,,,
64918,147.917,5/28/2022,22,,,,,,
64919,147.958,5/28/2022,23,,,,,,
64920,148,5/28/2022,24,,,,,,
64921,148.042,5/29/2022,1,,,,,,
64922,148.083,5/29/2022,2,,,,,,
64923,148.125,5/29/2022,3,,,,,,
64924,148.167,5/29/2022,4,,,,,,
64925,148.208,5/29/2022,5,,,,,,
64926,148.25,5/29/2022,6,,,,,,
64927,148.292,5/29/2022,7,,,,,,
64928,148.333,5/29/2022,8,,,,,,
64929,148.375,5/29/2022,9,,,,,,
64930,148.417,5/29/2022,10,,,,,,
64931,148.458,5/29/2022,11,,,,,,
64932,148.5,5/29/2022,12,,,,,,
64933,148.542,5/29/2022,13,,,,,,
64934,148.583,5/29/2022,14,,,,,,
64935,148.625,5/29/2022,15,,,,,,
64936,148.667,5/29/2022,16,,,,,,
64937,148.708,5/29/2022,17,,,,,,
64938,148.75,5/29/2022,18,,,,,,
64939,148.792,5/29/2022,19,,,,,,
64940,148.833,5/29/2022,20,,,,,,
64941,148.875,5/29/2022,21,,,,,,
64942,148.917,5/29/2022,22,,,,,,
64943,148.958,5/29/2022,23,,,,,,
64944,149,5/29/2022,24,,,,,,
64945,149.042,5/30/2022,1,,,,,,
64946,149.083,5/30/2022,2,,,,,,
64947,149.125,5/30/2022,3,,,,,,
64948,149.167,5/30/2022,4,,,,,,
64949,149.208,5/30/2022,5,,,,,,
64950,149.25,5/30/2022,6,,,,,,
64951,149.292,5/30/2022,7,,,,,,
64952,149.333,5/30/2022,8,,,,,,
64953,149.375,5/30/2022,9,,,,,,
64954,149.417,5/30/2022,10,,,,,,
64955,149.458,5/30/2022,11,,,,,,
64956,149.5,5/30/2022,12,,,,,,
64957,149.542,5/30/2022,13,,,,,,
64958,149.583,5/30/2022,14,,,,,,
64959,149.625,5/30/2022,15,,,,,,
64960,149.667,5/30/2022,16,,,,,,
64961,149.708,5/30/2022,17,,,,,,
64962,149.75,5/30/2022,18,,,,,,
64963,149.792,5/30/2022,19,,,,,,
64964,149.833,5/30/2022,20,,,,,,
64965,149.875,5/30/2022,21,,,,,,
64966,149.917,5/30/2022,22,,,,,,
64967,149.958,5/30/2022,23,,,,,,
64968,150,5/30/2022,24,,,,,,
64969,150.042,5/31/2022,1,,,,,,
64970,150.083,5/31/2022,2,,,,,,
64971,150.125,5/31/2022,3,,,,,,
64972,150.167,5/31/2022,4,,,,,,
64973,150.208,5/31/2022,5,,,,,,
64974,150.25,5/31/2022,6,,,,,,
64975,150.292,5/31/2022,7,,,,,,
64976,150.333,5/31/2022,8,,,,,,
64977,150.375,5/31/2022,9,,,,,,
64978,150.417,5/31/2022,10,,,,,,
64979,150.458,5/31/2022,11,,,,,,
64980,150.5,5/31/2022,12,,,,,,
64981,150.542,5/31/2022,13,,,,,,
64982,150.583,5/31/2022,14,,,,,,
64983,150.625,5/31/2022,15,,,,,,
64984,150.667,5/31/2022,16,,,,,,
64985,150.708,5/31/2022,17,,,,,,
64986,150.75,5/31/2022,18,,,,,,
64987,150.792,5/31/2022,19,,,,,,
64988,150.833,5/31/2022,20,,,,,,
64989,150.875,5/31/2022,21,,,,,,
64990,150.917,5/31/2022,22,,,,,,
64991,150.958,5/31/2022,23,,,,,,
64992,151,5/31/2022,24,,,,,,
64993,151.042,6/1/2022,1,,,,,,
64994,151.083,6/1/2022,2,,,,,,
64995,151.125,6/1/2022,3,,,,,,
64996,151.167,6/1/2022,4,,,,,,
64997,151.208,6/1/2022,5,,,,,,
64998,151.25,6/1/2022,6,,,,,,
64999,151.292,6/1/2022,7,,,,,,
65000,151.333,6/1/2022,8,,,,,,
65001,151.375,6/1/2022,9,,,,,,
65002,151.417,6/1/2022,10,,,,,,
65003,151.458,6/1/2022,11,,,,,,
65004,151.5,6/1/2022,12,,,,,,
65005,151.542,6/1/2022,13,,,,,,
65006,151.583,6/1/2022,14,,,,,,
65007,151.625,6/1/2022,15,,,,,,
65008,151.667,6/1/2022,16,,,,,,
65009,151.708,6/1/2022,17,,,,,,
65010,151.75,6/1/2022,18,,,,,,
65011,151.792,6/1/2022,19,,,,,,
65012,151.833,6/1/2022,20,,,,,,
65013,151.875,6/1/2022,21,,,,,,
65014,151.917,6/1/2022,22,,,,,,
65015,151.958,6/1/2022,23,,,,,,
65016,152,6/1/2022,24,,,,,,
65017,152.042,6/2/2022,1,,,,,,
65018,152.083,6/2/2022,2,,,,,,
65019,152.125,6/2/2022,3,,,,,,
65020,152.167,6/2/2022,4,,,,,,
65021,152.208,6/2/2022,5,,,,,,
65022,152.25,6/2/2022,6,,,,,,
65023,152.292,6/2/2022,7,,,,,,
65024,152.333,6/2/2022,8,,,,,,
65025,152.375,6/2/2022,9,,,,,,
65026,152.417,6/2/2022,10,,,,,,
65027,152.458,6/2/2022,11,,,,,,
65028,152.5,6/2/2022,12,,,,,,
65029,152.542,6/2/2022,13,,,,,,
65030,152.583,6/2/2022,14,,,,,,
65031,152.625,6/2/2022,15,,,,,,
65032,152.667,6/2/2022,16,,,,,,
65033,152.708,6/2/2022,17,,,,,,
65034,152.75,6/2/2022,18,,,,,,
65035,152.792,6/2/2022,19,,,,,,
65036,152.833,6/2/2022,20,,,,,,
65037,152.875,6/2/2022,21,,,,,,
65038,152.917,6/2/2022,22,,,,,,
65039,152.958,6/2/2022,23,,,,,,
65040,153,6/2/2022,24,,,,,,
65041,153.042,6/3/2022,1,,,,,,
65042,153.083,6/3/2022,2,,,,,,
65043,153.125,6/3/2022,3,,,,,,
65044,153.167,6/3/2022,4,,,,,,
65045,153.208,6/3/2022,5,,,,,,
65046,153.25,6/3/2022,6,,,,,,
65047,153.292,6/3/2022,7,,,,,,
65048,153.333,6/3/2022,8,,,,,,
65049,153.375,6/3/2022,9,,,,,,
65050,153.417,6/3/2022,10,,,,,,
65051,153.458,6/3/2022,11,,,,,,
65052,153.5,6/3/2022,12,,,,,,
65053,153.542,6/3/2022,13,,,,,,
65054,153.583,6/3/2022,14,,,,,,
65055,153.625,6/3/2022,15,,,,,,
65056,153.667,6/3/2022,16,,,,,,
65057,153.708,6/3/2022,17,,,,,,
65058,153.75,6/3/2022,18,,,,,,
65059,153.792,6/3/2022,19,,,,,,
65060,153.833,6/3/2022,20,,,,,,
65061,153.875,6/3/2022,21,,,,,,
65062,153.917,6/3/2022,22,,,,,,
65063,153.958,6/3/2022,23,,,,,,
65064,154,6/3/2022,24,,,,,,
65065,154.042,6/4/2022,1,,,,,,
65066,154.083,6/4/2022,2,,,,,,
65067,154.125,6/4/2022,3,,,,,,
65068,154.167,6/4/2022,4,,,,,,
65069,154.208,6/4/2022,5,,,,,,
65070,154.25,6/4/2022,6,,,,,,
65071,154.292,6/4/2022,7,,,,,,
65072,154.333,6/4/2022,8,,,,,,
65073,154.375,6/4/2022,9,,,,,,
65074,154.417,6/4/2022,10,,,,,,
65075,154.458,6/4/2022,11,,,,,,
65076,154.5,6/4/2022,12,,,,,,
65077,154.542,6/4/2022,13,,,,,,
65078,154.583,6/4/2022,14,,,,,,
65079,154.625,6/4/2022,15,,,,,,
65080,154.667,6/4/2022,16,,,,,,
65081,154.708,6/4/2022,17,,,,,,
65082,154.75,6/4/2022,18,,,,,,
65083,154.792,6/4/2022,19,,,,,,
65084,154.833,6/4/2022,20,,,,,,
65085,154.875,6/4/2022,21,,,,,,
65086,154.917,6/4/2022,22,,,,,,
65087,154.958,6/4/2022,23,,,,,,
65088,155,6/4/2022,24,,,,,,
65089,155.042,6/5/2022,1,,,,,,
65090,155.083,6/5/2022,2,,,,,,
65091,155.125,6/5/2022,3,,,,,,
65092,155.167,6/5/2022,4,,,,,,
65093,155.208,6/5/2022,5,,,,,,
65094,155.25,6/5/2022,6,,,,,,
65095,155.292,6/5/2022,7,,,,,,
65096,155.333,6/5/2022,8,,,,,,
65097,155.375,6/5/2022,9,,,,,,
65098,155.417,6/5/2022,10,,,,,,
65099,155.458,6/5/2022,11,,,,,,
65100,155.5,6/5/2022,12,,,,,,
65101,155.542,6/5/2022,13,,,,,,
65102,155.583,6/5/2022,14,,,,,,
65103,155.625,6/5/2022,15,,,,,,
65104,155.667,6/5/2022,16,,,,,,
65105,155.708,6/5/2022,17,,,,,,
65106,155.75,6/5/2022,18,,,,,,
65107,155.792,6/5/2022,19,,,,,,
65108,155.833,6/5/2022,20,,,,,,
65109,155.875,6/5/2022,21,,,,,,
65110,155.917,6/5/2022,22,,,,,,
65111,155.958,6/5/2022,23,,,,,,
65112,156,6/5/2022,24,,,,,,
65113,156.042,6/6/2022,1,,,,,,
65114,156.083,6/6/2022,2,,,,,,
65115,156.125,6/6/2022,3,,,,,,
65116,156.167,6/6/2022,4,,,,,,
65117,156.208,6/6/2022,5,,,,,,
65118,156.25,6/6/2022,6,,,,,,
65119,156.292,6/6/2022,7,,,,,,
65120,156.333,6/6/2022,8,,,,,,
65121,156.375,6/6/2022,9,,,,,,
